system:index,changed_mean,changed_mode,degradation_mean,degradation_mode,lulc_2018_mean,lulc_2018_mode,lulc_2023_mean,lulc_2023_mode,net_change,recovery_mean,recovery_mode,.geo
"1063,501",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.49091470190513,45.005595734388024],[95.58074623031709,45.005595734388024],[95.58074623031709,45.09542726279998],[95.49091470190513,45.09542726279998],[95.49091470190513,45.005595734388024]]]}"
"1064,501",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.58074623031709,45.005595734388024],[95.67057775872904,45.005595734388024],[95.67057775872904,45.09542726279998],[95.58074623031709,45.09542726279998],[95.58074623031709,45.005595734388024]]]}"
"1065,501",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.67057775872904,45.005595734388024],[95.76040928714099,45.005595734388024],[95.76040928714099,45.09542726279998],[95.67057775872904,45.09542726279998],[95.67057775872904,45.005595734388024]]]}"
"1066,501",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.76040928714099,45.005595734388024],[95.85024081555294,45.005595734388024],[95.85024081555294,45.09542726279998],[95.76040928714099,45.09542726279998],[95.76040928714099,45.005595734388024]]]}"
"1067,501",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.85024081555294,45.005595734388024],[95.94007234396489,45.005595734388024],[95.94007234396489,45.09542726279998],[95.85024081555294,45.09542726279998],[95.85024081555294,45.005595734388024]]]}"
"1068,501",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.94007234396489,45.005595734388024],[96.02990387237685,45.005595734388024],[96.02990387237685,45.09542726279998],[95.94007234396489,45.09542726279998],[95.94007234396489,45.005595734388024]]]}"
"1069,501",0.06765720350225524,0.0,0.0,0.0,6.86468559299549,7.0,6.729371185990979,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[96.02990387237685,45.005595734388024],[96.1197354007888,45.005595734388024],[96.1197354007888,45.09542726279998],[96.02990387237685,45.09542726279998],[96.02990387237685,45.005595734388024]]]}"
"1070,501",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[96.1197354007888,45.005595734388024],[96.20956692920075,45.005595734388024],[96.20956692920075,45.09542726279998],[96.1197354007888,45.09542726279998],[96.1197354007888,45.005595734388024]]]}"
"1267,501",0.0,0.0,,,4.0,4.0,4.0,4.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[113.81654649794336,45.005595734388024],[113.90637802635533,45.005595734388024],[113.90637802635533,45.09542726279998],[113.81654649794336,45.09542726279998],[113.81654649794336,45.005595734388024]]]}"
"1268,501",0.0978978978978979,0.0,0.0,0.0,4.0,4.0,3.8042042042042046,4.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[113.90637802635533,45.005595734388024],[113.99620955476728,45.005595734388024],[113.99620955476728,45.09542726279998],[113.90637802635533,45.09542726279998],[113.90637802635533,45.005595734388024]]]}"
"1269,501",0.44900619094167477,0.0,0.02857142857142857,0.0,3.665254697512762,4.0,3.9056695992179855,4.0,-0.02857142857142857,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[113.99620955476728,45.005595734388024],[114.08604108317923,45.005595734388024],[114.08604108317923,45.09542726279998],[113.99620955476728,45.09542726279998],[113.99620955476728,45.005595734388024]]]}"
"1270,501",0.36930527100018623,0.0,0.04878048780487805,0.0,3.893238964425405,4.0,3.8006332650400445,4.0,-0.04878048780487805,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[114.08604108317923,45.005595734388024],[114.17587261159117,45.005595734388024],[114.17587261159117,45.09542726279998],[114.08604108317923,45.09542726279998],[114.08604108317923,45.005595734388024]]]}"
"1271,501",0.1871898834670674,0.0,0.034482758620689655,0.0,4.191981626924494,4.0,4.273979982420823,4.0,-0.034482758620689655,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[114.17587261159117,45.005595734388024],[114.26570414000314,45.005595734388024],[114.26570414000314,45.09542726279998],[114.17587261159117,45.09542726279998],[114.17587261159117,45.005595734388024]]]}"
"1272,501",0.31838051861854305,0.0,0.0,0.0,4.259675462888793,4.0,3.666720069576362,4.0,0.18032786885245902,0.18032786885245902,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[114.26570414000314,45.005595734388024],[114.35553566841509,45.005595734388024],[114.35553566841509,45.09542726279998],[114.26570414000314,45.09542726279998],[114.26570414000314,45.005595734388024]]]}"
"1273,501",0.6432696920272475,1.0,0.0,0.0,4.572944449774536,4.0,2.8068886117240717,2.0,0.27007299270072993,0.27007299270072993,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[114.35553566841509,45.005595734388024],[114.44536719682704,45.005595734388024],[114.44536719682704,45.09542726279998],[114.35553566841509,45.09542726279998],[114.35553566841509,45.005595734388024]]]}"
"1274,501",0.30836444121436357,0.0,0.0,0.0,4.227445409798157,4.0,3.5989065442172374,4.0,0.07792207792207792,0.07792207792207792,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[114.44536719682704,45.005595734388024],[114.53519872523898,45.005595734388024],[114.53519872523898,45.09542726279998],[114.44536719682704,45.09542726279998],[114.44536719682704,45.005595734388024]]]}"
"1275,501",0.41442303510069156,0.0,0.0,0.0,4.2671045191596715,4.0,3.6748727763037707,4.0,0.07079646017699115,0.07079646017699115,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[114.53519872523898,45.005595734388024],[114.62503025365093,45.005595734388024],[114.62503025365093,45.09542726279998],[114.53519872523898,45.09542726279998],[114.53519872523898,45.005595734388024]]]}"
"1276,501",0.5660072616386495,1.0,0.0,0.0,4.029653844662954,4.0,2.9564947734291214,2.0,0.017341040462427744,0.017341040462427744,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[114.62503025365093,45.005595734388024],[114.7148617820629,45.005595734388024],[114.7148617820629,45.09542726279998],[114.62503025365093,45.09542726279998],[114.62503025365093,45.005595734388024]]]}"
"1277,501",0.1882028036403044,0.0,0.0,0.0,4.0208000745772985,4.0,3.7424519617325243,4.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[114.7148617820629,45.005595734388024],[114.80469331047485,45.005595734388024],[114.80469331047485,45.09542726279998],[114.7148617820629,45.09542726279998],[114.7148617820629,45.005595734388024]]]}"
"1278,501",0.24893623794314576,0.0,0.0,0.0,4.094417504058743,4.0,3.7886588639764014,4.0,0.010869565217391304,0.010869565217391304,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[114.80469331047485,45.005595734388024],[114.8945248388868,45.005595734388024],[114.8945248388868,45.09542726279998],[114.80469331047485,45.09542726279998],[114.80469331047485,45.005595734388024]]]}"
"1279,501",0.5438331407578585,1.0,0.0,0.0,4.095695197463929,4.0,3.6266405949100817,4.0,0.013824884792626729,0.013824884792626729,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[114.8945248388868,45.005595734388024],[114.98435636729874,45.005595734388024],[114.98435636729874,45.09542726279998],[114.8945248388868,45.09542726279998],[114.8945248388868,45.005595734388024]]]}"
"1280,501",0.679222972972973,1.0,0.0,0.0,4.063851351351352,4.0,3.379222972972973,2.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[114.98435636729874,45.005595734388024],[115.0741878957107,45.005595734388024],[115.0741878957107,45.09542726279998],[114.98435636729874,45.09542726279998],[114.98435636729874,45.005595734388024]]]}"
"1057,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[94.95192553143342,45.09542726279998],[95.04175705984537,45.09542726279998],[95.04175705984537,45.18525879121193],[94.95192553143342,45.18525879121193],[94.95192553143342,45.09542726279998]]]}"
"1058,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.04175705984537,45.09542726279998],[95.13158858825733,45.09542726279998],[95.13158858825733,45.18525879121193],[95.04175705984537,45.18525879121193],[95.04175705984537,45.09542726279998]]]}"
"1059,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.13158858825733,45.09542726279998],[95.22142011666928,45.09542726279998],[95.22142011666928,45.18525879121193],[95.13158858825733,45.18525879121193],[95.13158858825733,45.09542726279998]]]}"
"1060,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.22142011666928,45.09542726279998],[95.31125164508123,45.09542726279998],[95.31125164508123,45.18525879121193],[95.22142011666928,45.18525879121193],[95.22142011666928,45.09542726279998]]]}"
"1061,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.31125164508123,45.09542726279998],[95.40108317349318,45.09542726279998],[95.40108317349318,45.18525879121193],[95.31125164508123,45.18525879121193],[95.31125164508123,45.09542726279998]]]}"
"1062,502",0.0,0.0,,,6.9925,7.0,6.9925,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.40108317349318,45.09542726279998],[95.49091470190513,45.09542726279998],[95.49091470190513,45.18525879121193],[95.40108317349318,45.18525879121193],[95.40108317349318,45.09542726279998]]]}"
"1063,502",0.0075,0.0,0.0,0.0,6.955,7.0,6.9775,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.49091470190513,45.09542726279998],[95.58074623031709,45.09542726279998],[95.58074623031709,45.18525879121193],[95.49091470190513,45.18525879121193],[95.49091470190513,45.09542726279998]]]}"
"1064,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.58074623031709,45.09542726279998],[95.67057775872904,45.09542726279998],[95.67057775872904,45.18525879121193],[95.58074623031709,45.18525879121193],[95.58074623031709,45.09542726279998]]]}"
"1065,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.67057775872904,45.09542726279998],[95.76040928714099,45.09542726279998],[95.76040928714099,45.18525879121193],[95.67057775872904,45.18525879121193],[95.67057775872904,45.09542726279998]]]}"
"1066,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.76040928714099,45.09542726279998],[95.85024081555294,45.09542726279998],[95.85024081555294,45.18525879121193],[95.76040928714099,45.18525879121193],[95.76040928714099,45.09542726279998]]]}"
"1067,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.85024081555294,45.09542726279998],[95.94007234396489,45.09542726279998],[95.94007234396489,45.18525879121193],[95.85024081555294,45.18525879121193],[95.85024081555294,45.09542726279998]]]}"
"1068,502",0.0025,0.0,1.0,1.0,6.98,7.0,6.985,7.0,-1.0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[95.94007234396489,45.09542726279998],[96.02990387237685,45.09542726279998],[96.02990387237685,45.18525879121193],[95.94007234396489,45.18525879121193],[95.94007234396489,45.09542726279998]]]}"
"1069,502",0.02,0.0,0.125,0.0,6.8675,7.0,6.8875,7.0,0.0,0.125,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[96.02990387237685,45.09542726279998],[96.1197354007888,45.09542726279998],[96.1197354007888,45.18525879121193],[96.02990387237685,45.18525879121193],[96.02990387237685,45.09542726279998]]]}"
"1070,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[96.1197354007888,45.09542726279998],[96.20956692920075,45.09542726279998],[96.20956692920075,45.18525879121193],[96.1197354007888,45.18525879121193],[96.1197354007888,45.09542726279998]]]}"
"1071,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[96.20956692920075,45.09542726279998],[96.2993984576127,45.09542726279998],[96.2993984576127,45.18525879121193],[96.20956692920075,45.18525879121193],[96.20956692920075,45.09542726279998]]]}"
"1072,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[96.2993984576127,45.09542726279998],[96.38922998602466,45.09542726279998],[96.38922998602466,45.18525879121193],[96.2993984576127,45.18525879121193],[96.2993984576127,45.09542726279998]]]}"
"1073,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[96.38922998602466,45.09542726279998],[96.47906151443661,45.09542726279998],[96.47906151443661,45.18525879121193],[96.38922998602466,45.18525879121193],[96.38922998602466,45.09542726279998]]]}"
"1074,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[96.47906151443661,45.09542726279998],[96.56889304284856,45.09542726279998],[96.56889304284856,45.18525879121193],[96.47906151443661,45.18525879121193],[96.47906151443661,45.09542726279998]]]}"
"1075,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[96.56889304284856,45.09542726279998],[96.6587245712605,45.09542726279998],[96.6587245712605,45.18525879121193],[96.56889304284856,45.18525879121193],[96.56889304284856,45.09542726279998]]]}"
"1076,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[96.6587245712605,45.09542726279998],[96.74855609967246,45.09542726279998],[96.74855609967246,45.18525879121193],[96.6587245712605,45.18525879121193],[96.6587245712605,45.09542726279998]]]}"
"1077,502",0.0,0.0,,,6.989617263843649,7.0,6.989617263843649,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[96.74855609967246,45.09542726279998],[96.83838762808442,45.09542726279998],[96.83838762808442,45.18525879121193],[96.74855609967246,45.18525879121193],[96.74855609967246,45.09542726279998]]]}"
"1078,502",0.04724785997800201,0.0,1.0,1.0,6.664769738415188,7.0,6.759265458371192,7.0,-1.0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[96.83838762808442,45.09542726279998],[96.92821915649637,45.09542726279998],[96.92821915649637,45.18525879121193],[96.83838762808442,45.18525879121193],[96.83838762808442,45.09542726279998]]]}"
"1079,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[96.92821915649637,45.09542726279998],[97.01805068490832,45.09542726279998],[97.01805068490832,45.18525879121193],[96.92821915649637,45.18525879121193],[96.92821915649637,45.09542726279998]]]}"
"1080,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[97.01805068490832,45.09542726279998],[97.10788221332027,45.09542726279998],[97.10788221332027,45.18525879121193],[97.01805068490832,45.18525879121193],[97.01805068490832,45.09542726279998]]]}"
"1081,502",0.07028625858525092,0.0,1.0,1.0,6.859427482829497,7.0,7.0,7.0,-1.0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[97.10788221332027,45.09542726279998],[97.19771374173223,45.09542726279998],[97.19771374173223,45.18525879121193],[97.10788221332027,45.18525879121193],[97.10788221332027,45.09542726279998]]]}"
"1082,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[97.19771374173223,45.09542726279998],[97.28754527014418,45.09542726279998],[97.28754527014418,45.18525879121193],[97.19771374173223,45.18525879121193],[97.19771374173223,45.09542726279998]]]}"
"1083,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[97.28754527014418,45.09542726279998],[97.37737679855613,45.09542726279998],[97.37737679855613,45.18525879121193],[97.28754527014418,45.18525879121193],[97.28754527014418,45.09542726279998]]]}"
"1084,502",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[97.37737679855613,45.09542726279998],[97.46720832696808,45.09542726279998],[97.46720832696808,45.18525879121193],[97.37737679855613,45.18525879121193],[97.37737679855613,45.09542726279998]]]}"
"1253,502",0.0,0.0,,,4.0,4.0,4.0,4.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[112.55890510017603,45.09542726279998],[112.648736628588,45.09542726279998],[112.648736628588,45.18525879121193],[112.55890510017603,45.18525879121193],[112.55890510017603,45.09542726279998]]]}"
"1254,502",0.034131976977646895,0.0,0.0,0.0,4.0,4.0,4.102395930932941,4.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[112.648736628588,45.09542726279998],[112.73856815699995,45.09542726279998],[112.73856815699995,45.18525879121193],[112.648736628588,45.18525879121193],[112.648736628588,45.09542726279998]]]}"
"1255,502",0.0,0.0,,,4.0,4.0,4.0,4.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[112.73856815699995,45.09542726279998],[112.8283996854119,45.09542726279998],[112.8283996854119,45.18525879121193],[112.73856815699995,45.18525879121193],[112.73856815699995,45.09542726279998]]]}"
"1256,502",0.11558859525860114,0.0,0.2,0.0,5.201758759802366,4.0,5.386700512216128,4.0,-0.2,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[112.8283996854119,45.09542726279998],[112.91823121382384,45.09542726279998],[112.91823121382384,45.18525879121193],[112.8283996854119,45.18525879121193],[112.8283996854119,45.09542726279998]]]}"
"1257,502",0.026841065467674907,0.0,0.5,0.0,4.3047891545745625,4.0,4.375843041079093,4.0,-0.5,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[112.91823121382384,45.09542726279998],[113.00806274223581,45.09542726279998],[113.00806274223581,45.18525879121193],[112.91823121382384,45.18525879121193],[112.91823121382384,45.09542726279998]]]}"
"1258,502",0.05566014569861667,0.0,0.125,0.0,4.173937955308177,4.0,4.320045837767046,4.0,-0.125,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[113.00806274223581,45.09542726279998],[113.09789427064776,45.09542726279998],[113.09789427064776,45.18525879121193],[113.00806274223581,45.18525879121193],[113.00806274223581,45.09542726279998]]]}"
"1259,502",0.0,0.0,,,4.0,4.0,4.0,4.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[113.09789427064776,45.09542726279998],[113.1877257990597,45.09542726279998],[113.1877257990597,45.18525879121193],[113.09789427064776,45.18525879121193],[113.09789427064776,45.09542726279998]]]}"
"1260,502",0.004352068696330992,0.0,0.0,0.0,4.0,4.0,4.013056206088993,4.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[113.1877257990597,45.09542726279998],[113.27755732747165,45.09542726279998],[113.27755732747165,45.18525879121193],[113.1877257990597,45.18525879121193],[113.1877257990597,45.09542726279998]]]}"
